TID;OMRÅDE;CIVILSTAND;INDHOLD
2015Q1;Nordfyns;Total;29030
2015Q1;Nordfyns;Never married;12299
2015Q1;Nordfyns;Married/separated;12527
2015Q1;Nordfyns;Widowed;1717
2015Q1;Nordfyns;Divorced;2487
2015Q1;Nyborg;Total;31573
2015Q1;Nyborg;Never married;13439
2015Q1;Nyborg;Married/separated;13092
2015Q1;Nyborg;Widowed;2012
2015Q1;Nyborg;Divorced;3030
2015Q1;Odense;Total;197480
2015Q1;Odense;Never married;104872
2015Q1;Odense;Married/separated;66006
2015Q1;Odense;Widowed;9476
2015Q1;Odense;Divorced;17126
2015Q1;Svendborg;Total;57988
2015Q1;Svendborg;Never married;25709
2015Q1;Svendborg;Married/separated;23089
2015Q1;Svendborg;Widowed;3557
2015Q1;Svendborg;Divorced;5633
2015Q1;Ærø;Total;6276
2015Q1;Ærø;Never married;2285
2015Q1;Ærø;Married/separated;2767
2015Q1;Ærø;Widowed;611
2015Q1;Ærø;Divorced;613
2015Q1;Billund;Total;26285
2015Q1;Billund;Never married;11659
2015Q1;Billund;Married/separated;11051
2015Q1;Billund;Widowed;1513
2015Q1;Billund;Divorced;2062
2015Q1;Esbjerg;Total;115446
2015Q1;Esbjerg;Never married;54505
2015Q1;Esbjerg;Married/separated;44763
2015Q1;Esbjerg;Widowed;6041
2015Q1;Esbjerg;Divorced;10137
2015Q1;Fanø;Total;3263
2015Q1;Fanø;Never married;1121
2015Q1;Fanø;Married/separated;1535
2015Q1;Fanø;Widowed;246
2015Q1;Fanø;Divorced;361
2015Q1;Fredericia;Total;50429
2015Q1;Fredericia;Never married;23023
2015Q1;Fredericia;Married/separated;19562
2015Q1;Fredericia;Widowed;2782
2015Q1;Fredericia;Divorced;5062
2015Q1;Haderslev;Total;55888
2015Q1;Haderslev;Never married;24750
2015Q1;Haderslev;Married/separated;22678
2015Q1;Haderslev;Widowed;3417
2015Q1;Haderslev;Divorced;5043
2015Q1;Kolding;Total;90794
2015Q1;Kolding;Never married;43375
2015Q1;Kolding;Married/separated;35111
2015Q1;Kolding;Widowed;4555
2015Q1;Kolding;Divorced;7753
2015Q1;Sønderborg;Total;74937
2015Q1;Sønderborg;Never married;32335
2015Q1;Sønderborg;Married/separated;31401
2015Q1;Sønderborg;Widowed;4656
2015Q1;Sønderborg;Divorced;6545
2015Q1;Tønder;Total;38010
2015Q1;Tønder;Never married;16048
2015Q1;Tønder;Married/separated;16215
2015Q1;Tønder;Widowed;2580
2015Q1;Tønder;Divorced;3167
2015Q1;Varde;Total;50122
2015Q1;Varde;Never married;21984
2015Q1;Varde;Married/separated;21641
2015Q1;Varde;Widowed;2917
2015Q1;Varde;Divorced;3580
2015Q1;Vejen;Total;42601
2015Q1;Vejen;Never married;19046
2015Q1;Vejen;Married/separated;17866
2015Q1;Vejen;Widowed;2452
2015Q1;Vejen;Divorced;3237
2015Q1;Vejle;Total;110471
2015Q1;Vejle;Never married;51142
2015Q1;Vejle;Married/separated;44369
2015Q1;Vejle;Widowed;5611
2015Q1;Vejle;Divorced;9349
2015Q1;Aabenraa;Total;58904
2015Q1;Aabenraa;Never married;25035
2015Q1;Aabenraa;Married/separated;24804
2015Q1;Aabenraa;Widowed;3610
2015Q1;Aabenraa;Divorced;5455
2015Q1;Region Midtjylland;Total;1282750
2015Q1;Region Midtjylland;Never married;621459
2015Q1;Region Midtjylland;Married/separated;495410
2015Q1;Region Midtjylland;Widowed;64228
2015Q1;Region Midtjylland;Divorced;101653
2015Q1;Favrskov;Total;47523
2015Q1;Favrskov;Never married;21218
2015Q1;Favrskov;Married/separated;20762
2015Q1;Favrskov;Widowed;2213
2015Q1;Favrskov;Divorced;3330
2015Q1;Hedensted;Total;46091
2015Q1;Hedensted;Never married;19907
2015Q1;Hedensted;Married/separated;20208
2015Q1;Hedensted;Widowed;2503
2015Q1;Hedensted;Divorced;3473
2015Q1;Horsens;Total;86361
2015Q1;Horsens;Never married;41496
2015Q1;Horsens;Married/separated;33191
2015Q1;Horsens;Widowed;4237
2015Q1;Horsens;Divorced;7437
2015Q1;Norddjurs;Total;37898
2015Q1;Norddjurs;Never married;16791
2015Q1;Norddjurs;Married/separated;15079
2015Q1;Norddjurs;Widowed;2502
2015Q1;Norddjurs;Divorced;3526
2015Q1;Odder;Total;21928
2015Q1;Odder;Never married;9159
2015Q1;Odder;Married/separated;9589
2015Q1;Odder;Widowed;1274
2015Q1;Odder;Divorced;1906
2015Q1;Randers;Total;96800
2015Q1;Randers;Never married;46137
2015Q1;Randers;Married/separated;36638
2015Q1;Randers;Widowed;5356
2015Q1;Randers;Divorced;8669
2015Q1;Samsø;Total;3733
2015Q1;Samsø;Never married;1323
2015Q1;Samsø;Married/separated;1631
2015Q1;Samsø;Widowed;363
2015Q1;Samsø;Divorced;416
2015Q1;Silkeborg;Total;90016
2015Q1;Silkeborg;Never married;41394
2015Q1;Silkeborg;Married/separated;36584
2015Q1;Silkeborg;Widowed;4436
2015Q1;Silkeborg;Divorced;7602
2015Q1;Skanderborg;Total;58782
2015Q1;Skanderborg;Never married;26393
2015Q1;Skanderborg;Married/separated;25581
2015Q1;Skanderborg;Widowed;2548
2015Q1;Skanderborg;Divorced;4260
2015Q1;Syddjurs;Total;41652
2015Q1;Syddjurs;Never married;17273
2015Q1;Syddjurs;Married/separated;18170
2015Q1;Syddjurs;Widowed;2474
2015Q1;Syddjurs;Divorced;3735
2015Q1;Aarhus;Total;326246
2015Q1;Aarhus;Never married;188517
2015Q1;Aarhus;Married/separated;100489
2015Q1;Aarhus;Widowed;12322
2015Q1;Aarhus;Divorced;24918
2015Q1;Herning;Total;86864
2015Q1;Herning;Never married;40500
2015Q1;Herning;Married/separated;35407
2015Q1;Herning;Widowed;4504
2015Q1;Herning;Divorced;6453
2015Q1;Holstebro;Total;57494
2015Q1;Holstebro;Never married;26716
2015Q1;Holstebro;Married/separated;23358
2015Q1;Holstebro;Widowed;3143
2015Q1;Holstebro;Divorced;4277
2015Q1;Ikast-Brande;Total;40598
2015Q1;Ikast-Brande;Never married;18122
2015Q1;Ikast-Brande;Married/separated;17213
2015Q1;Ikast-Brande;Widowed;2141
2015Q1;Ikast-Brande;Divorced;3122
2015Q1;Lemvig;Total;20657
2015Q1;Lemvig;Never married;8420
2015Q1;Lemvig;Married/separated;9365
2015Q1;Lemvig;Widowed;1406
2015Q1;Lemvig;Divorced;1466
2015Q1;Ringkøbing-Skjern;Total;57042
2015Q1;Ringkøbing-Skjern;Never married;24547
2015Q1;Ringkøbing-Skjern;Married/separated;25140
2015Q1;Ringkøbing-Skjern;Widowed;3398
2015Q1;Ringkøbing-Skjern;Divorced;3957
2015Q1;Skive;Total;46641
2015Q1;Skive;Never married;20628
2015Q1;Skive;Married/separated;19357
2015Q1;Skive;Widowed;2981
2015Q1;Skive;Divorced;3675
2015Q1;Struer;Total;21439
2015Q1;Struer;Never married;8822
2015Q1;Struer;Married/separated;9482
2015Q1;Struer;Widowed;1371
2015Q1;Struer;Divorced;1764
2015Q1;Viborg;Total;94985
2015Q1;Viborg;Never married;44096
2015Q1;Viborg;Married/separated;38166
2015Q1;Viborg;Widowed;5056
2015Q1;Viborg;Divorced;7667
2015Q1;Region Nordjylland;Total;582632
2015Q1;Region Nordjylland;Never married;271891
2015Q1;Region Nordjylland;Married/separated;228679
2015Q1;Region Nordjylland;Widowed;34693
2015Q1;Region Nordjylland;Divorced;47369
2015Q1;Brønderslev;Total;35781
2015Q1;Brønderslev;Never married;15800
2015Q1;Brønderslev;Married/separated;14985
2015Q1;Brønderslev;Widowed;2260
2015Q1;Brønderslev;Divorced;2736
2015Q1;Frederikshavn;Total;60377
2015Q1;Frederikshavn;Never married;24956
2015Q1;Frederikshavn;Married/separated;25561
2015Q1;Frederikshavn;Widowed;4346
2015Q1;Frederikshavn;Divorced;5514
2015Q1;Hjørring;Total;65295
2015Q1;Hjørring;Never married;28946
2015Q1;Hjørring;Married/separated;26616
2015Q1;Hjørring;Widowed;4126
2015Q1;Hjørring;Divorced;5607
2015Q1;Jammerbugt;Total;38293
2015Q1;Jammerbugt;Never married;16166
2015Q1;Jammerbugt;Married/separated;16824
2015Q1;Jammerbugt;Widowed;2408
2015Q1;Jammerbugt;Divorced;2895
2015Q1;Læsø;Total;1795
2015Q1;Læsø;Never married;605
2015Q1;Læsø;Married/separated;803
2015Q1;Læsø;Widowed;196
2015Q1;Læsø;Divorced;191
2015Q1;Mariagerfjord;Total;42134
2015Q1;Mariagerfjord;Never married;18604
2015Q1;Mariagerfjord;Married/separated;17527
2015Q1;Mariagerfjord;Widowed;2522
2015Q1;Mariagerfjord;Divorced;3481
2015Q1;Morsø;Total;20816
2015Q1;Morsø;Never married;9003
2015Q1;Morsø;Married/separated;8636
2015Q1;Morsø;Widowed;1508
2015Q1;Morsø;Divorced;1669
2015Q1;Rebild;Total;28859
2015Q1;Rebild;Never married;12738
2015Q1;Rebild;Married/separated;12396
2015Q1;Rebild;Widowed;1598
2015Q1;Rebild;Divorced;2127
2015Q1;Thisted;Total;44078
2015Q1;Thisted;Never married;18909
2015Q1;Thisted;Married/separated;18782
2015Q1;Thisted;Widowed;2996
2015Q1;Thisted;Divorced;3391
2015Q1;Vesthimmerlands;Total;37399
2015Q1;Vesthimmerlands;Never married;16686
2015Q1;Vesthimmerlands;Married/separated;15169
2015Q1;Vesthimmerlands;Widowed;2488
2015Q1;Vesthimmerlands;Divorced;3056
2015Q1;Aalborg;Total;207805
2015Q1;Aalborg;Never married;109478
2015Q1;Aalborg;Married/separated;71380
2015Q1;Aalborg;Widowed;10245
2015Q1;Aalborg;Divorced;16702
2015Q2;All Denmark;Total;5668743
2015Q2;All Denmark;Never married;2727425
2015Q2;All Denmark;Married/separated;2138481
2015Q2;All Denmark;Widowed;296216
2015Q2;All Denmark;Divorced;506621
2015Q2;Region Hovedstaden;Total;1772912
2015Q2;Region Hovedstaden;Never married;919875
2015Q2;Region Hovedstaden;Married/separated;605460
2015Q2;Region Hovedstaden;Widowed;79838
2015Q2;Region Hovedstaden;Divorced;167739
2015Q2;Copenhagen;Total;583349
2015Q2;Copenhagen;Never married;375047
2015Q2;Copenhagen;Married/separated;139465
2015Q2;Copenhagen;Widowed;16299
2015Q2;Copenhagen;Divorced;52538
2015Q2;Frederiksberg;Total;103732
2015Q2;Frederiksberg;Never married;60584
2015Q2;Frederiksberg;Married/separated;28540
2015Q2;Frederiksberg;Widowed;4660
2015Q2;Frederiksberg;Divorced;9948
2015Q2;Dragør;Total;13969
2015Q2;Dragør;Never married;5445
2015Q2;Dragør;Married/separated;6523
2015Q2;Dragør;Widowed;896
2015Q2;Dragør;Divorced;1105
2015Q2;Tårnby;Total;42514
2015Q2;Tårnby;Never married;19209
2015Q2;Tårnby;Married/separated;16819
2015Q2;Tårnby;Widowed;2433
2015Q2;Tårnby;Divorced;4053
2015Q2;Albertslund;Total;27720
2015Q2;Albertslund;Never married;13637
2015Q2;Albertslund;Married/separated;10301
2015Q2;Albertslund;Widowed;1127
2015Q2;Albertslund;Divorced;2655
2015Q2;Ballerup;Total;48300
2015Q2;Ballerup;Never married;21846
2015Q2;Ballerup;Married/separated;18815
2015Q2;Ballerup;Widowed;2704
2015Q2;Ballerup;Divorced;4935
2015Q2;Brøndby;Total;35087
2015Q2;Brøndby;Never married;15836
2015Q2;Brøndby;Married/separated;13617
2015Q2;Brøndby;Widowed;2044
2015Q2;Brøndby;Divorced;3590
2015Q2;Gentofte;Total;75011
2015Q2;Gentofte;Never married;35431
2015Q2;Gentofte;Married/separated;28759
2015Q2;Gentofte;Widowed;3699
2015Q2;Gentofte;Divorced;7122
2015Q2;Gladsaxe;Total;67345
2015Q2;Gladsaxe;Never married;33147
2015Q2;Gladsaxe;Married/separated;24385
2015Q2;Gladsaxe;Widowed;3342
2015Q2;Gladsaxe;Divorced;6471
2015Q2;Glostrup;Total;22369
2015Q2;Glostrup;Never married;10701
2015Q2;Glostrup;Married/separated;8033
2015Q2;Glostrup;Widowed;1288
2015Q2;Glostrup;Divorced;2347
2015Q2;Herlev;Total;28145
2015Q2;Herlev;Never married;13070
2015Q2;Herlev;Married/separated;10558
2015Q2;Herlev;Widowed;1632
2015Q2;Herlev;Divorced;2885
2015Q2;Hvidovre;Total;52493
2015Q2;Hvidovre;Never married;25302
2015Q2;Hvidovre;Married/separated;19446
2015Q2;Hvidovre;Widowed;2695
2015Q2;Hvidovre;Divorced;5050
2015Q2;Høje-Taastrup;Total;49463
2015Q2;Høje-Taastrup;Never married;22892
2015Q2;Høje-Taastrup;Married/separated;19804
2015Q2;Høje-Taastrup;Widowed;2243
2015Q2;Høje-Taastrup;Divorced;4524
2015Q2;Ishøj;Total;22110
2015Q2;Ishøj;Never married;10365
2015Q2;Ishøj;Married/separated;8736
2015Q2;Ishøj;Widowed;943
2015Q2;Ishøj;Divorced;2066
2015Q2;Lyngby-Taarbæk;Total;54713
2015Q2;Lyngby-Taarbæk;Never married;26370
2015Q2;Lyngby-Taarbæk;Married/separated;20165
2015Q2;Lyngby-Taarbæk;Widowed;3133
2015Q2;Lyngby-Taarbæk;Divorced;5045
2015Q2;Rødovre;Total;37753
2015Q2;Rødovre;Never married;17907
2015Q2;Rødovre;Married/separated;13709
2015Q2;Rødovre;Widowed;2210
2015Q2;Rødovre;Divorced;3927
2015Q2;Vallensbæk;Total;15203
2015Q2;Vallensbæk;Never married;6596
2015Q2;Vallensbæk;Married/separated;6702
2015Q2;Vallensbæk;Widowed;688
2015Q2;Vallensbæk;Divorced;1217
2015Q2;Allerød;Total;24459
2015Q2;Allerød;Never married;9970
2015Q2;Allerød;Married/separated;11467
2015Q2;Allerød;Widowed;1130
2015Q2;Allerød;Divorced;1892
2015Q2;Egedal;Total;42607
2015Q2;Egedal;Never married;17829
2015Q2;Egedal;Married/separated;19888
2015Q2;Egedal;Widowed;1728
2015Q2;Egedal;Divorced;3162
2015Q2;Fredensborg;Total;39897
2015Q2;Fredensborg;Never married;16714
2015Q2;Fredensborg;Married/separated;17114
2015Q2;Fredensborg;Widowed;1985
2015Q2;Fredensborg;Divorced;4084
2015Q2;Frederikssund;Total;44514
2015Q2;Frederikssund;Never married;18384
2015Q2;Frederikssund;Married/separated;19058
2015Q2;Frederikssund;Widowed;2624
2015Q2;Frederikssund;Divorced;4448
2015Q2;Furesø;Total;39259
2015Q2;Furesø;Never married;16627
2015Q2;Furesø;Married/separated;17227
2015Q2;Furesø;Widowed;2040
2015Q2;Furesø;Divorced;3365
2015Q2;Gribskov;Total;40839
2015Q2;Gribskov;Never married;15961
2015Q2;Gribskov;Married/separated;18138
2015Q2;Gribskov;Widowed;2384
2015Q2;Gribskov;Divorced;4356
2015Q2;Halsnæs;Total;30743
2015Q2;Halsnæs;Never married;12404
2015Q2;Halsnæs;Married/separated;12935
2015Q2;Halsnæs;Widowed;1931
2015Q2;Halsnæs;Divorced;3473
2015Q2;Helsingør;Total;61780
2015Q2;Helsingør;Never married;26950
2015Q2;Helsingør;Married/separated;24057
2015Q2;Helsingør;Widowed;3517
2015Q2;Helsingør;Divorced;7256
2015Q2;Hillerød;Total;49270
2015Q2;Hillerød;Never married;22273
2015Q2;Hillerød;Married/separated;20208
2015Q2;Hillerød;Widowed;2453
2015Q2;Hillerød;Divorced;4336
2015Q2;Hørsholm;Total;24885
2015Q2;Hørsholm;Never married;9722
2015Q2;Hørsholm;Married/separated;10856
2015Q2;Hørsholm;Widowed;1680
2015Q2;Hørsholm;Divorced;2627
2015Q2;Rudersdal;Total;55479
2015Q2;Rudersdal;Never married;23838
2015Q2;Rudersdal;Married/separated;23477
2015Q2;Rudersdal;Widowed;3328
2015Q2;Rudersdal;Divorced;4836
2015Q2;Bornholm;Total;39817
2015Q2;Bornholm;Never married;15786
2015Q2;Bornholm;Married/separated;16615
2015Q2;Bornholm;Widowed;2998
2015Q2;Bornholm;Divorced;4418
2015Q2;Christiansø;Total;87
2015Q2;Christiansø;Never married;32
2015Q2;Christiansø;Married/separated;43
2015Q2;Christiansø;Widowed;4
2015Q2;Christiansø;Divorced;8
2015Q2;Region Sjælland;Total;821366
2015Q2;Region Sjælland;Never married;357018
2015Q2;Region Sjælland;Married/separated;332183
2015Q2;Region Sjælland;Widowed;49173
2015Q2;Region Sjælland;Divorced;82992
2015Q2;Greve;Total;48911
2015Q2;Greve;Never married;20046
2015Q2;Greve;Married/separated;21834
2015Q2;Greve;Widowed;2451
2015Q2;Greve;Divorced;4580
2015Q2;Køge;Total;59317
2015Q2;Køge;Never married;26263
2015Q2;Køge;Married/separated;24047
2015Q2;Køge;Widowed;3025
2015Q2;Køge;Divorced;5982
2015Q2;Lejre;Total;27112
2015Q2;Lejre;Never married;11053
2015Q2;Lejre;Married/separated;12449
2015Q2;Lejre;Widowed;1429
2015Q2;Lejre;Divorced;2181
2015Q2;Roskilde;Total;85189
2015Q2;Roskilde;Never married;39905
2015Q2;Roskilde;Married/separated;33285
2015Q2;Roskilde;Widowed;4239
2015Q2;Roskilde;Divorced;7760
2015Q2;Solrød;Total;21603
2015Q2;Solrød;Never married;9020
2015Q2;Solrød;Married/separated;9690
2015Q2;Solrød;Widowed;1000
2015Q2;Solrød;Divorced;1893
2015Q2;Faxe;Total;35305
2015Q2;Faxe;Never married;14882
2015Q2;Faxe;Married/separated;14842
2015Q2;Faxe;Widowed;2092
2015Q2;Faxe;Divorced;3489
2015Q2;Guldborgsund;Total;60796
2015Q2;Guldborgsund;Never married;25248
2015Q2;Guldborgsund;Married/separated;24311
2015Q2;Guldborgsund;Widowed;4484
2015Q2;Guldborgsund;Divorced;6753
2015Q2;Holbæk;Total;69353
2015Q2;Holbæk;Never married;30834
2015Q2;Holbæk;Married/separated;27978
2015Q2;Holbæk;Widowed;3830
2015Q2;Holbæk;Divorced;6711
2015Q2;Kalundborg;Total;48419
2015Q2;Kalundborg;Never married;20994
2015Q2;Kalundborg;Married/separated;19151
2015Q2;Kalundborg;Widowed;3147
2015Q2;Kalundborg;Divorced;5127
2015Q2;Lolland;Total;42969
2015Q2;Lolland;Never married;17648
2015Q2;Lolland;Married/separated;16853
2015Q2;Lolland;Widowed;3583
2015Q2;Lolland;Divorced;4885
2015Q2;Næstved;Total;81789
2015Q2;Næstved;Never married;36891
2015Q2;Næstved;Married/separated;31667
2015Q2;Næstved;Widowed;4701
2015Q2;Næstved;Divorced;8530
2015Q2;Odsherred;Total;32757
2015Q2;Odsherred;Never married;12719
2015Q2;Odsherred;Married/separated;13864
2015Q2;Odsherred;Widowed;2440
2015Q2;Odsherred;Divorced;3734
2015Q2;Ringsted;Total;33666
2015Q2;Ringsted;Never married;15273
2015Q2;Ringsted;Married/separated;13459
2015Q2;Ringsted;Widowed;1694
2015Q2;Ringsted;Divorced;3240
2015Q2;Slagelse;Total;77332
2015Q2;Slagelse;Never married;35669
2015Q2;Slagelse;Married/separated;29082
2015Q2;Slagelse;Widowed;4623
2015Q2;Slagelse;Divorced;7958
2015Q2;Sorø;Total;29277
2015Q2;Sorø;Never married;12850
2015Q2;Sorø;Married/separated;11788
2015Q2;Sorø;Widowed;1740
2015Q2;Sorø;Divorced;2899
2015Q2;Stevns;Total;22035
2015Q2;Stevns;Never married;8712
2015Q2;Stevns;Married/separated;9735
2015Q2;Stevns;Widowed;1434
2015Q2;Stevns;Divorced;2154
2015Q2;Vordingborg;Total;45536
2015Q2;Vordingborg;Never married;19011
2015Q2;Vordingborg;Married/separated;18148
2015Q2;Vordingborg;Widowed;3261
2015Q2;Vordingborg;Divorced;5116
2015Q2;Region Syddanmark;Total;1206924
2015Q2;Region Syddanmark;Never married;553788
2015Q2;Region Syddanmark;Married/separated;478462
2015Q2;Region Syddanmark;Widowed;68452
2015Q2;Region Syddanmark;Divorced;106222
2015Q2;Assens;Total;41135
2015Q2;Assens;Never married;17588
2015Q2;Assens;Married/separated;17366
2015Q2;Assens;Widowed;2496
2015Q2;Assens;Divorced;3685
2015Q2;Faaborg-Midtfyn;Total;50997
2015Q2;Faaborg-Midtfyn;Never married;21440
2015Q2;Faaborg-Midtfyn;Married/separated;21772
2015Q2;Faaborg-Midtfyn;Widowed;3313
2015Q2;Faaborg-Midtfyn;Divorced;4472
2015Q2;Kerteminde;Total;23799
2015Q2;Kerteminde;Never married;9806
2015Q2;Kerteminde;Married/separated;10273
2015Q2;Kerteminde;Widowed;1561
2015Q2;Kerteminde;Divorced;2159
2015Q2;Langeland;Total;12578
2015Q2;Langeland;Never married;4505
2015Q2;Langeland;Married/separated;5591
2015Q2;Langeland;Widowed;1128
2015Q2;Langeland;Divorced;1354
2015Q2;Middelfart;Total;37890
2015Q2;Middelfart;Never married;16043
2015Q2;Middelfart;Married/separated;16154
2015Q2;Middelfart;Widowed;2286
2015Q2;Middelfart;Divorced;3407
2015Q2;Nordfyns;Total;29101
2015Q2;Nordfyns;Never married;12376
2015Q2;Nordfyns;Married/separated;12502
2015Q2;Nordfyns;Widowed;1707
2015Q2;Nordfyns;Divorced;2516
2015Q2;Nyborg;Total;31606
2015Q2;Nyborg;Never married;13506
2015Q2;Nyborg;Married/separated;13037
2015Q2;Nyborg;Widowed;1999
2015Q2;Nyborg;Divorced;3064
2015Q2;Odense;Total;197600
2015Q2;Odense;Never married;105211
2015Q2;Odense;Married/separated;65790
2015Q2;Odense;Widowed;9462
2015Q2;Odense;Divorced;17137
2015Q2;Svendborg;Total;58110
2015Q2;Svendborg;Never married;25842
2015Q2;Svendborg;Married/separated;23041
2015Q2;Svendborg;Widowed;3553
2015Q2;Svendborg;Divorced;5674
2015Q2;Ærø;Total;6278
2015Q2;Ærø;Never married;2286
2015Q2;Ærø;Married/separated;2760
2015Q2;Ærø;Widowed;612
2015Q2;Ærø;Divorced;620
2015Q2;Billund;Total;26336
2015Q2;Billund;Never married;11695
2015Q2;Billund;Married/separated;11039
2015Q2;Billund;Widowed;1508
2015Q2;Billund;Divorced;2094
2015Q2;Esbjerg;Total;115484
2015Q2;Esbjerg;Never married;54663
2015Q2;Esbjerg;Married/separated;44589
2015Q2;Esbjerg;Widowed;6039
2015Q2;Esbjerg;Divorced;10193
2015Q2;Fanø;Total;3246
2015Q2;Fanø;Never married;1115
2015Q2;Fanø;Married/separated;1532
2015Q2;Fanø;Widowed;239
2015Q2;Fanø;Divorced;360
2015Q2;Fredericia;Total;50513
2015Q2;Fredericia;Never married;23127
2015Q2;Fredericia;Married/separated;19513
2015Q2;Fredericia;Widowed;2785
2015Q2;Fredericia;Divorced;5088
2015Q2;Haderslev;Total;55952
2015Q2;Haderslev;Never married;24848
2015Q2;Haderslev;Married/separated;22612
2015Q2;Haderslev;Widowed;3411
2015Q2;Haderslev;Divorced;5081
2015Q2;Kolding;Total;91025
2015Q2;Kolding;Never married;43652
2015Q2;Kolding;Married/separated;35019
2015Q2;Kolding;Widowed;4549
2015Q2;Kolding;Divorced;7805
2015Q2;Sønderborg;Total;74884
2015Q2;Sønderborg;Never married;32333
2015Q2;Sønderborg;Married/separated;31321
2015Q2;Sønderborg;Widowed;4646
2015Q2;Sønderborg;Divorced;6584
2015Q2;Tønder;Total;37973
2015Q2;Tønder;Never married;16043
2015Q2;Tønder;Married/separated;16179
2015Q2;Tønder;Widowed;2574
2015Q2;Tønder;Divorced;3177
2015Q2;Varde;Total;50123
2015Q2;Varde;Never married;22049
2015Q2;Varde;Married/separated;21567
2015Q2;Varde;Widowed;2923
2015Q2;Varde;Divorced;3584
2015Q2;Vejen;Total;42611
2015Q2;Vejen;Never married;19076
2015Q2;Vejen;Married/separated;17822
2015Q2;Vejen;Widowed;2454
2015Q2;Vejen;Divorced;3259
2015Q2;Vejle;Total;110764
2015Q2;Vejle;Never married;51490
2015Q2;Vejle;Married/separated;44251
2015Q2;Vejle;Widowed;5606
2015Q2;Vejle;Divorced;9417
2015Q2;Aabenraa;Total;58919
2015Q2;Aabenraa;Never married;25094
2015Q2;Aabenraa;Married/separated;24732
2015Q2;Aabenraa;Widowed;3601
2015Q2;Aabenraa;Divorced;5492
